100,0.787
200,0.776275
300,0.807067
400,0.824844
500,0.839284
600,1.00421
700,1.11851
800,1.17477
900,1.19962
1000,1.22328
1100,1.21852
1200,1.28598
1300,1.22233
1400,1.22457
1500,1.2502
1600,1.1899
1700,1.78462
1800,1.1658
1900,1.67295
2000,1.49115
2100,1.54963
2200,1.43573
2300,1.21056
2400,1.33758
2500,1.24341
2600,1.23228
2700,1.15115
2800,1.11642
2900,1.09626
3000,1.10564
3100,1.09384
3200,1.09131
3300,1.10345
3400,1.12479
3500,1.14865
3600,1.10054
3700,1.07149
3800,1.08681
3900,1.12183
4000,1.07558
4100,1.07886
4200,1.05597
4300,1.06618
4400,1.08391
4500,1.06077
4600,1.06749
4700,1.06199
4800,1.09546
4900,1.06871
5000,1.04814
5100,1.06681
5200,1.06195
5300,1.05239
5400,1.05915
5500,1.04071
5600,1.04085
5700,1.0364
5800,1.03806
5900,1.03427
6000,1.06478
6100,1.06612
6200,1.04669
6300,1.05066
6400,1.02477
6500,1.1045
6600,1.10835
6700,1.07603
6800,1.0438
6900,1.05183
7000,1.06504
7100,1.04396
7200,1.02611
7300,1.03454
7400,1.02311
7500,1.07406
7600,1.05648
7700,1.02316
7800,1.04687
7900,1.02211
8000,1.0162
8100,1.03212
8200,1.01546
8300,1.01101
8400,1.02033
8500,1.01818
8600,1.02946
8700,1.01453
8800,1.00288
8900,1.01641
9000,1.03728
9100,1.02808
9200,1.04447
9300,1.03584
9400,1.05064
9500,1.04579
9600,1.05647
9700,1.01784
9800,1.03921
9900,1.03445
10000,1.03512
10100,1.03482
10200,1.01768
10300,1.01005
10400,1.038
10500,1.02914
10600,1.04755
10700,1.04243
10800,1.04036
10900,1.03279
11000,1.03034
11100,1.01132
11200,1.03255
11300,1.03706
11400,1.02293
11500,1.01107
11600,1.00288
11700,1.02487
11800,1.02982
11900,0.997066
12000,1.00592
12100,1.01572
12200,1.01581
12300,1.01381
12400,1.0054
12500,1.00537
12600,0.992961
12700,0.998777
12800,0.99547
12900,0.991922
13000,0.99873
13100,0.988603
13200,0.987014
13300,0.996409
13400,0.995008
13500,0.990857
13600,0.989276
13700,1.00032
13800,0.988502
13900,0.992691
14000,1.00181
14100,0.987384
14200,1.00451
14300,0.985834
14400,1.00574
14500,1.01002
14600,0.988257
14700,0.986588
14800,0.985512
14900,1.01019
15000,0.993817
