100,787
200,2195.64
300,4193.64
400,6598.75
500,9383.48
600,14758.9
700,20715.1
800,26582.1
900,32389.7
1000,38683.5
1100,44455
1200,53457.2
1300,57293.1
1400,64147.1
1500,72630
1600,76153.6
1700,125089
1800,89029
1900,138552
2000,133373
2100,149127
2200,148151
2300,133530
2400,157267
2500,155426
2600,163369
2700,161502
2800,165411
2900,171202
3000,181675
3100,188798
3200,197549
3300,209181
3400,222991
3500,237842
3600,237716
3700,241153
3800,254582
3900,273227
4000,272103
4100,283230
4200,287426
4300,300629
4400,316354
4500,320215
4600,333043
4700,342190
4800,364298
4900,366569
5000,370575
5100,388548
5200,398207
5300,406059
5400,420289
5500,424497
5600,436186
5700,446006
5800,458527
5900,468718
6000,494865
6100,507928
6200,510982
6300,525382
6400,524682
6500,578810
6600,594281
6700,590113
6800,585305
6900,602864
7000,623754
7100,624553
7200,626895
7300,645258
7400,651286
7500,697622
7600,699972
7700,691318
7800,721168
7900,717691
8000,727133
8100,752418
8200,754024
8300,764489
8400,785523
8500,797907
8600,821026
8700,823277
8800,827891
8900,853407
9000,885647
9100,892462
9200,921676
9300,928999
9400,957515
9500,968346
9600,993723
9700,972379
9800,1.00819e+06
9900,1.01897e+06
10000,1.03512e+06
10100,1.05038e+06
10200,1.04836e+06
10300,1.05584e+06
10400,1.1009e+06
10500,1.10728e+06
10600,1.14323e+06
10700,1.15378e+06
10800,1.16766e+06
10900,1.17531e+06
11000,1.1887e+06
11100,1.18269e+06
11200,1.22387e+06
11300,1.24572e+06
11400,1.24509e+06
11500,1.24689e+06
11600,1.25296e+06
11700,1.29703e+06
11800,1.32003e+06
11900,1.29433e+06
12000,1.32232e+06
12100,1.35192e+06
12200,1.36884e+06
12300,1.38297e+06
12400,1.38826e+06
12500,1.40505e+06
12600,1.40439e+06
12700,1.42947e+06
12800,1.44159e+06
12900,1.45332e+06
13000,1.48035e+06
13100,1.48227e+06
13200,1.49687e+06
13300,1.52832e+06
13400,1.54342e+06
13500,1.55422e+06
13600,1.56901e+06
13700,1.60405e+06
13800,1.60249e+06
13900,1.62681e+06
14000,1.6595e+06
14100,1.65316e+06
14200,1.69976e+06
14300,1.68581e+06
14400,1.73792e+06
14500,1.76353e+06
14600,1.74341e+06
14700,1.75838e+06
14800,1.77441e+06
14900,1.83731e+06
15000,1.82576e+06
